timepoint,sub-0006,sub-0189,sub-0924
93,134960.1408945468,323.74835278589387,255.3663395778835
94,134156.33278302097,323.3987220628811,259.6716157926287
95,134276.44376378847,324.20586370997455,258.69870124512084
96,134338.6501938228,325.439636606017,262.76520456536815
97,134501.37658619927,325.52418784281275,258.84037719744987
98,135199.8871133617,325.27627417932854,258.77540628252405
99,134547.26047231996,323.58723411610765,257.6661441397829
100,134810.9187229803,322.68989656336737,259.6335517344016
101,135649.61414889304,325.0543535853904,259.2501704024963
102,134821.86801446928,324.5282239663617,260.5034500171304
103,135368.75778423354,325.4593857717166,256.95735416272544
104,134533.19115999507,325.70195362622127,257.1291850541121
105,134897.2812210662,325.1382414320587,257.04179365817606
106,134524.9889725447,325.76013308537586,259.58160344235796
107,134830.4834620497,325.2292113741151,260.9967488805935
108,135420.1540687287,325.5300647056015,257.0823190137014
109,134136.33978840383,324.2953267371301,257.15045254441384
110,135217.21182177291,324.8203885861685,258.6281544477396
111,135118.86780116614,325.19677609665695,257.5084769999742
112,134702.9250221516,325.8205284754174,259.9041073062798
113,134276.97107280578,324.60625882777543,253.4964454187619
114,135036.06475385695,325.5211672557321,256.34658990616623
115,134735.2536454681,324.73416120808463,256.4351673320771
116,135116.33810567737,324.8824578326719,253.35928797522772
117,135010.9260727617,325.82951904202406,256.0727231112624
118,135800.88944566046,323.0069396289459,256.16968776830817
119,134880.32218626348,323.70352767192526,257.5977906909623
120,134488.25125368906,323.51781460255717,260.2259317833205
121,135089.63781747816,322.66638388015167,257.5098786976186
122,135109.9983419859,324.3217355598448,255.9383725594577
123,135679.59378762022,325.74943389972776,257.8860909175729
124,135417.5556229573,324.7151159336174,260.0983472428827
125,135178.43552957475,325.19779008194183,256.0480823677702
126,135731.65144560978,326.0892174967108,256.1788502321571
127,134405.61847283857,326.3276861322677,259.11709791854844
128,134680.12423362513,324.93086206527386,257.5569277685384
129,134536.71202929722,326.3535858895694,259.2949693814189
130,134805.0950984221,325.0921266584341,257.9727064164094
131,134311.65692622185,324.16260177617255,259.40332729617916
132,135317.5754734072,324.40559964780124,255.9298437719187
133,134888.8886514506,323.51946348743496,257.97583069842347
134,134264.59685274868,324.1118661462663,257.57861997127367
135,134492.21045939624,324.64198331192557,255.56821815179174
136,135156.7569237251,325.8035850193786,254.87304410426262
137,135419.06328394718,326.72076983116597,259.3714980705493
138,135998.3654458459,323.61781848462294,257.29809523556406
139,136456.93123300368,325.3928274682599,255.95543943670535
140,135207.204716638,323.95945606084246,257.8076421261533
141,134505.23093998406,325.4746970884632,260.2560377146986
142,133933.97685963433,324.86891334931227,253.43852430925617
143,135133.8557311719,323.16909417415246,255.00672262019336
144,134593.52945234484,325.92829699156846,256.1542271162095
145,134792.32136991015,324.3949992871913,260.92235773344066
146,134693.95160047009,324.4660997616264,258.5651739658386
147,134929.6045567918,323.9302475887103,259.5346344809225
148,135532.99011539383,324.3457167233124,255.71967816174754
149,135078.52428372268,325.4278904406949,255.76092824945894
150,134920.68258148065,324.8107556590636,258.89562743344544
151,134482.1731235871,325.3286620022825,258.11654866187087
152,134162.6585276478,325.36192185392883,259.0974776377283
153,134756.84604546335,326.32066165552817,257.6246580181431
154,134973.10872459083,324.65721384913564,258.55628745290926
155,135883.96495678995,323.5231421831543,258.3162381698102
156,135065.13726073643,326.067222416572,259.55553477816983
157,135491.36975551152,324.66851182790276,259.6140165638889
158,134750.3522007304,326.1145924445774,254.76025601121646
159,134407.52811679148,325.38337711318246,253.5054628893183
160,134517.4416188838,324.8688624697967,260.00349079530304
161,134637.38696773213,325.3487758940463,260.3754501865239
162,136064.2348662176,326.9510125601263,255.95875396097333
163,134589.3066603878,327.07698052905374,254.28032918690874
164,135419.24460186818,325.0693811351328,258.1980696420144
165,134548.5364109565,325.16019059331705,259.86167645270103
166,135465.7865064371,326.0762401574664,261.5951890448686
167,135192.47548305293,324.15433896723266,259.0325951442029
168,134921.68105117095,325.33307037261824,257.2565666068286
169,134979.6187369323,324.9741371520461,256.21373875683025
170,134672.6061522853,325.31390821145754,258.0229025833413
171,135223.03610074104,324.1666311940506,257.4014705922295
172,134772.5082598296,323.41043250669105,255.96986418854237
173,134387.19711811637,322.9270165640087,262.09751130172657
174,134361.0312128402,323.8826158870104,261.5703368041443
175,135086.29395886106,324.5413247150607,260.27209736711086
176,135789.5456282052,324.7068084133512,256.15829920438176
177,135079.99580678673,326.9372311624295,259.71003864859455
178,134940.68083694504,326.1059933699073,259.2792528189958
179,135142.91306980126,324.03790888365836,258.8850912484081
180,135653.0008708534,325.34770845245095,260.49933053408756
181,135109.69125068194,324.59292176364966,259.2707422857226
182,134794.53638458313,324.7156361619599,259.4800284726087
183,135553.14435502994,325.1853256494154,259.2738125667444
184,135214.3782192308,325.6191711169754,258.6815828160042
185,135767.877995998,324.660741516116,254.43277774057162
186,135091.61721861095,326.06385153273436,258.1672421548211
187,134387.76548413976,323.85806177385757,256.88761608230175
188,134315.92040037716,325.00633906236226,255.44031808471996
189,135825.4639661156,327.5976737265958,261.36363323860166
190,135861.83286039165,325.22307974262526,261.45799068177143
191,134910.2403933587,326.4332145066062,260.7184412005912
192,134808.406339432,325.0915201781732,258.51042683371173
193,135730.7221461211,325.5807770953298,260.7012502419053
194,134446.47715897826,324.94321680560734,258.0241063612037
195,134552.6364905221,324.8295924188358,258.40559455379554
196,135321.66339734453,324.2205176032746,255.81305725907603
197,134802.6974385702,325.43030135895754,258.7939826089977
198,134997.43906663996,324.14846281081424,258.1207718568488
199,134918.27855073774,325.6655852363134,255.39469576633107
200,135168.78727439948,326.0852870044459,257.8976057763668
201,135703.74093065684,325.36653140723723,257.8405408722864
202,135045.29245345088,324.7137512664443,261.5951223332893
203,135321.96939663842,325.4539655793087,259.78842665702683
204,133974.9139494845,324.6913269444536,258.0228908781829
205,134975.64079903494,325.9355471254652,258.4975746196022
206,134578.38486485358,323.16859391578487,258.0884247562084
207,134390.59346978817,324.66439263188136,257.5941720304089
208,134560.92381653562,323.009188004876,255.83514560522343
209,134832.9382796496,323.5049391697728,257.69789624478614
210,135457.951271178,326.3638622298139,256.50780348669497
211,134336.80364113022,325.8951849819717,255.4993689221537
212,135015.31574629722,324.2805197667152,259.02244362909505
213,134757.91528333322,323.49749654395913,258.78252931986646
214,134836.16345281902,322.03547116215833,254.42658497726384
215,135501.3789126523,324.4565044920674,257.75463072500975
216,135269.05771850195,327.4204150122474,259.99140277179987
217,135668.6990537214,325.43488427146366,260.11844747779264
218,134922.74716037506,324.4404277139505,260.0516736857705
219,134652.02869416465,325.4650802095003,258.07782641380294
220,134888.07059155975,323.4390416470056,256.3099093440617
221,135121.2483956356,324.7026766373024,255.83260234528387
222,135088.28667922685,325.0994774730157,258.6892098095007
223,134457.80596388332,324.913899348179,258.75856006873033
224,135045.24489081395,325.7908061216901,260.5746622232101
225,135114.11416506945,325.344645226236,260.19995930068416
226,136258.73701876696,325.668326018108,257.73554268693766
227,135938.42230564082,324.3116277177692,255.51158824227826
228,134573.3783247206,325.89781540841057,257.3617868059782
229,134856.3083192254,326.62893694762397,258.43446238962105
230,134268.2789990815,324.0298504803486,257.59583350922117
231,134704.64649301826,324.11230434428546,256.8442117838447
232,135157.80250179517,326.3357843363202,258.5057696299398
233,135602.92681044413,324.8086560133049,256.9920845171788
234,134635.4580811282,326.40382139206656,256.74386783254926
235,134672.9267799661,324.55746428810784,258.6229056686069
236,133926.35548513068,326.4550455762707,257.19601483974157
237,134918.66703972756,325.1314858168055,258.4882087779567
238,134468.7927940702,325.25822882332267,258.54640804570425
239,134735.28028631696,326.56471802166993,255.72114199781686
240,134561.5696109162,324.63822952255583,257.0375177522692
241,134952.8687228737,324.058877904075,260.8755538798329
242,134121.13580432168,324.55143579197164,255.67584097453144
243,134266.47737730452,325.45233395064315,253.76669110205893
244,136064.62355601415,323.4342409278195,254.27630969351497
245,134356.288709363,325.6374709026511,258.05821989315336
246,134451.6072107727,324.4612286823823,258.0618345560654
247,135918.45676416066,326.14781266073356,257.7647782891498
248,136452.5335846202,322.60573969509954,260.428379657857
249,134414.21668558734,324.2134342248958,252.65433113379413
250,134815.87552160598,323.3135318487659,258.79186774886165
251,135170.77777547025,324.17377053363606,261.12287640360717
252,135864.3488222028,325.2476659011089,255.74443847021658
253,134506.57146078587,324.82077337455024,257.2403869764202
254,134877.36107702894,324.746622431052,256.49421616554275
255,135388.66878803086,324.84081512861997,256.21130790784497
256,135217.38303723332,325.2033882406199,257.3474759899539
257,134811.92196438496,323.9914639580569,260.85497056736904
258,134933.08851774197,325.70684964089907,261.67477335097504
259,134312.55209581502,325.6626659703855,257.32812154991973
260,134880.91312801267,325.3850379376561,261.8101204281289
261,134866.80625499552,325.5565334427513,258.07115295396926
262,135116.08494481313,325.29641800080867,261.5073820534022
263,134722.3363905905,327.03507330273106,257.813402700693
264,135235.76926127257,324.9129058289475,258.2621156520923
265,135506.3579089099,324.6929167816654,258.73094894528566
266,135077.71466383422,324.2464724196426,264.35770735873507
267,135175.8782041996,323.96773732942216,259.70257114968956
268,135026.57767378894,323.75552821239893,256.5854709400971
269,135000.04219654572,324.1112026867691,259.93799574055174
270,134639.2209832286,324.9293196183479,257.2763349258313
271,135158.24713083665,325.33429512849773,257.02049963419756
272,134951.35670079326,325.05114205855216,259.81720271978423
273,136046.5841544653,324.2344647225703,258.0621711755423
274,135786.67745123763,325.90018456402,258.5571518290236
275,135192.92327627825,325.73941267230094,258.02797044373057
276,134618.47139515262,324.840351692578,258.67316625321087
277,134443.7942640083,324.3470838553353,258.8499317948723
278,135595.57147654443,325.5484279208298,254.12606613458917
279,135131.37461257356,325.1879735874861,259.3331453372191
280,135240.0717016958,323.55187274058494,256.0359611603394
281,134127.7070065129,324.9320197440156,255.11540172888118
282,135463.7192407791,325.2620358120744,257.88317751228266
283,135227.2101691072,324.10030521351223,258.1679620066289
284,134444.78465779277,325.1898433928374,256.61298767085543
285,134764.23759627502,323.5451775147422,259.66206371533593
286,135131.85860217825,326.3361861000122,255.31564966725819
287,135026.23339917813,326.24794998505945,257.1861125024549
288,134853.91440709823,324.747482665697,256.830251730134
289,134948.25586596702,325.3634543378391,257.90682545932134
